trader_id,strategy,instrument,pnl,is_win,holding_hours,position_size,risk_reward_ratio,timestamp,net_pnl
trader_000,swing_trading,GOOGL,-104.41856835269257,False,32.44392731339296,45338.59509193986,2.7485513543825513,2025-09-08 22:58:28.258557,-104.31414978433988
trader_000,swing_trading,AAPL,-107.87743100657873,False,20.80285404084611,43081.11334628754,2.6983900861017043,2025-10-04 22:58:28.258584,-107.76955357557215
trader_000,swing_trading,MSFT,200.10098147850493,True,17.8373631378926,12628.333575318951,1.7720902894214334,2025-08-14 22:58:28.258596,199.90088049702644
trader_000,swing_trading,AAPL,-66.76148164192229,False,64.8043488578221,8268.581083619283,2.5664543866533984,2025-07-26 22:58:28.258605,-66.69472016028037
trader_000,swing_trading,MSFT,-114.41813423832474,False,84.59231086092913,44593.04484327182,2.30149041912365,2025-08-20 22:58:28.258611,-114.30371610408642
trader_000,swing_trading,GOOGL,-71.07557673601383,False,11.759847267774902,30728.564391116644,2.187908881333157,2025-10-13 22:58:28.258618,-71.00450115927782
trader_000,swing_trading,MSFT,195.39718826974428,True,72.78486537225595,23796.051595714613,1.994613771899635,2025-10-03 22:58:28.258624,195.20179108147454
trader_000,swing_trading,MSFT,-116.04315327908353,False,99.94348617956031,7261.075340742229,2.7817609844745634,2025-07-26 22:58:28.258630,-115.92711012580445
trader_000,swing_trading,AAPL,-106.86192768150568,False,65.25575710155735,18405.744040536927,1.9272188289282175,2025-10-02 22:58:28.258635,-106.75506575382417
trader_000,swing_trading,TSLA,190.65952264873087,True,91.07933979681127,22821.60203648743,1.8300801771061823,2025-10-02 22:58:28.258641,190.46886312608214
trader_000,swing_trading,TSLA,146.20248249965888,True,36.806613570531745,14729.183945183795,1.6337704969555333,2025-08-21 22:58:28.258647,146.05628001715922
trader_000,swing_trading,TSLA,36.25559950722644,True,41.054118384478365,8481.683310801458,2.8061566610787247,2025-09-02 22:58:28.258652,36.219343907719214
trader_000,swing_trading,GOOGL,-32.92020700176698,False,55.511580010491805,6905.391250563856,2.5696084640547583,2025-10-17 22:58:28.258658,-32.88728679476522
trader_000,swing_trading,GOOGL,-89.59686509643736,False,6.809168892328537,37895.740437531866,2.357286221674028,2025-08-15 22:58:28.258664,-89.50726823134092
trader_000,swing_trading,AAPL,-104.23101115496465,False,43.91265876751501,33304.277177776545,1.6713588980175282,2025-08-03 22:58:28.258676,-104.12678014380968
trader_000,swing_trading,GOOGL,-41.24359811817739,False,37.77737979328185,23204.4503305934,2.681126734547979,2025-08-19 22:58:28.258681,-41.20235452005921
trader_000,swing_trading,GOOGL,77.906880897546,True,63.37950430644675,41602.561619768945,2.7451589129263168,2025-08-18 22:58:28.258691,77.82897401664846
trader_000,swing_trading,TSLA,73.10293926173674,True,76.12438182255923,5224.947645365177,2.556939078194098,2025-10-08 22:58:28.258697,73.029836322475
trader_000,swing_trading,AAPL,84.72719561955915,True,66.47410345272836,4005.0067089409085,1.9565897693363712,2025-08-08 22:58:28.258703,84.64246842393959
trader_000,swing_trading,AAPL,-69.9817625722473,False,84.92083333863181,1717.9803788123795,2.9863194461101448,2025-07-29 22:58:28.258709,-69.91178080967507
trader_000,swing_trading,AAPL,205.66635979564631,True,86.90856302837949,38986.681276657524,2.6493330947864133,2025-09-01 22:58:28.258715,205.46069343585066
trader_000,swing_trading,AAPL,256.5546237982333,True,58.74201115699004,43821.41102681083,2.0256797309328674,2025-08-07 22:58:28.258720,256.29806917443506
trader_000,swing_trading,MSFT,118.20267935200015,True,38.77806087448021,5965.3261788400405,1.7219293877553759,2025-08-01 22:58:28.258726,118.08447667264815
trader_000,swing_trading,AAPL,139.5494062529005,True,77.30534571424315,47911.982052261286,2.174487001679056,2025-08-07 22:58:28.258732,139.40985684664759
trader_000,swing_trading,AAPL,-122.25929777195806,False,83.19711109516737,13378.971138103725,1.5769707405357414,2025-10-15 22:58:28.258737,-122.1370384741861
trader_000,swing_trading,MSFT,208.48302728635022,True,89.92665591324861,49036.453750333516,2.2498446223533772,2025-10-01 22:58:28.258746,208.27454425906387
trader_000,swing_trading,GOOGL,-117.70013089726027,False,30.719817812522464,25324.524004388117,1.506765985248021,2025-08-20 22:58:28.258753,-117.582430766363
trader_000,swing_trading,GOOGL,137.38487188108365,True,37.13673409240113,25571.274262506213,2.0278471618760108,2025-09-29 22:58:28.258758,137.24748700920256
trader_000,swing_trading,TSLA,153.31370676716975,True,39.71373282423646,28577.3498917848,1.631166351961713,2025-08-21 22:58:28.258764,153.16039306040258
trader_000,swing_trading,AAPL,188.49690308263234,True,45.75302315730156,18631.681046206522,2.4138102516050686,2025-10-10 22:58:28.258769,188.3084061795497
trader_000,swing_trading,GOOGL,-90.06552559819966,False,77.54990870337126,46917.408840300326,1.92780244062729,2025-09-14 22:58:28.258775,-89.97546007260145
trader_000,swing_trading,AAPL,176.0416756269638,True,91.68796797711477,15162.892508102997,2.6239637057746767,2025-08-13 22:58:28.258780,175.86563395133683
trader_000,swing_trading,GOOGL,-127.45356380235208,False,96.52592932102294,18172.465490958042,1.8052990256639243,2025-09-03 22:58:28.258786,-127.32611023854973
trader_000,swing_trading,MSFT,201.53431952376482,True,14.682112409453314,28051.997291439464,2.473645302543061,2025-08-20 22:58:28.258791,201.33278520424105
trader_000,swing_trading,GOOGL,219.06278476940352,True,43.231010415364054,40305.274541751976,2.0475633156281647,2025-09-07 22:58:28.258796,218.84372198463413
trader_000,swing_trading,GOOGL,86.91128597180487,True,92.18036347937499,45871.900830109465,2.3794137628754624,2025-09-16 22:58:28.258805,86.82437468583306
trader_000,swing_trading,MSFT,42.84281493629796,True,32.196007964638895,46038.89757676819,2.1630186210481126,2025-09-29 22:58:28.258811,42.79997212136166
trader_000,swing_trading,GOOGL,-130.18305881838805,False,33.97374695099952,3445.9713980470365,2.562331784764617,2025-10-02 22:58:28.258816,-130.05287575956967
trader_000,swing_trading,TSLA,158.97882827597493,True,47.88911974671781,7290.615951391026,1.7635460224991755,2025-08-07 22:58:28.258822,158.81984944769897
trader_000,swing_trading,AAPL,119.71994412649929,True,45.791609506100365,31392.963403928385,1.6439548834076456,2025-08-20 22:58:28.258827,119.60022418237278
trader_000,swing_trading,AAPL,-82.47026431867943,False,56.08910159095037,22579.335362554022,1.5630094938734376,2025-09-20 22:58:28.258833,-82.38779405436075
trader_000,swing_trading,TSLA,90.64420806286866,True,71.94924927743916,5736.969050482205,1.905433550181252,2025-09-18 22:58:28.258839,90.55356385480579
trader_000,swing_trading,AAPL,251.5209708955842,True,96.44028441990402,19925.437902621627,2.996868573721299,2025-09-02 22:58:28.258845,251.26944992468862
trader_000,swing_trading,AAPL,87.46741299115706,True,46.51480606570138,27387.22624721318,1.9257659946518615,2025-09-16 22:58:28.258850,87.3799455781659
trader_000,swing_trading,GOOGL,145.4924537987303,True,50.63192659711697,46969.628737087995,2.6243015240853067,2025-07-30 22:58:28.258856,145.34696134493157
